v1,v2
ham,Darren was saying dat if u meeting da ge den we dun meet 4 dinner. Cos later u leave xy will feel awkward. Den u meet him 4 lunch lor.
ham,U should make a fb list
ham,Oh ok..
ham,Pls ask macho how much is budget for bb bold 2 is cos i saw a new one for  &lt;#&gt;  dollars.
ham,Book which lesson? then you msg me... I will call up after work or sth... I'm going to get specs. My membership is PX3748
ham,Will you come online today night
ham,"Kind of. Just missed train cos of asthma attack, nxt one in half hr so driving in. not sure where to park."
ham,This phone has the weirdest auto correct.
ham,"Good FRIENDS CaRE for each Other.. CLoSE Friends UNDERSTaND each Other... and TRUE Friends STaY forever beyond words, beyond time. Gud ni8"
spam,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send GO to 86688 only 150p/msg. CC: 08718720201 PO BOX 114/14 TCR/W1
ham,"Aiyo... U always c our ex one... I dunno abt mei, she haven reply... First time u reply so fast... Y so lucky not workin huh, got bao by ur sugardad ah...gee.. "
ham,Mystery solved! Just opened my email and he's sent me another batch! Isn't he a sweetie
ham,Jus finish bathing...
ham,NEFT Transaction with reference number  &lt;#&gt;  for Rs. &lt;DECIMAL&gt;  has been credited to the beneficiary account on  &lt;#&gt;  at  &lt;TIME&gt; : &lt;#&gt;
spam,FreeMsg:Feelin kinda lnly hope u like 2 keep me company! Jst got a cam moby wanna c my pic?Txt or reply DATE to 82242 Msg150p 2rcv Hlp 08712317606 stop to 82242
ham,And you! Will expect you whenever you text! Hope all goes well tomo 
ham,I notice you like looking in the shit mirror youre turning into a right freak
ham,I tot it's my group mate... Lucky i havent reply... Wat time do Ì_ need to leave... 
ham,Sometimes Heart Remembrs someone Very much... Forgets someone soon... Bcoz Heart will not like everyone. But liked ones will be Remembered Everytime... BSLVYL
ham,"What do you do, my dog ? Must I always wait till the end of your day to have word from you ? Did you run out of time on your cell already?"
ham,Hey cutie. How goes it? Here in WALES its kinda ok. There is like hills and shit but i still avent killed myself. 
spam,Show ur colours! Euro 2004 2-4-1 Offer! Get an England Flag & 3Lions tone on ur phone! Click on the following service message for info!
ham,TELL HER I SAID EAT SHIT.
ham,Happy new year to u too!
ham,Okay same with me. Well thanks for the clarification
ham,I dont thnk its a wrong calling between us
ham,How much you got for cleaning
ham,What time do u get out?
ham,Pls dont forget to study
ham,I liked your new house
ham,K da:)how many page you want?
ham,Aslamalaikkum....insha allah tohar beeen muht albi mufti mahfuuz...meaning same here....
ham,Are you ok. What happen to behave like this
ham,Sat right? Okay thanks... 
ham,I've been barred from all B and Q stores for life!?This twat in orange dungerees came up to me and asked if I wanted decking? So I got the first punch in!!
spam,URGENT! We are trying to contact U. Todays draw shows that you have won a å£800 prize GUARANTEED. Call 09050003091 from land line. Claim C52. Valid12hrs only
ham,But i haf enuff space got like 4 mb...
ham,Check mail.i have mailed varma and kept copy to you regarding membership.take care.insha allah.
ham,Ooooooh I forgot to tell u I can get on yoville on my phone
ham,No my mum went 2 dentist.
ham,"Aight, I should be there by 8 at the latest, probably closer to 7. Are jay and tyler down or should we just do two trips?"
ham,Also that chat was awesome but don't make it regular unless you can see her in person
ham,Oh ok i didnt know what you meant. Yep i am baby jontin
ham,I don't want you to leave. But i'm barely doing what i can to stay sane. fighting with you constantly isn't helping.
spam,December only! Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update VCo FREE on 08002986906 
ham,All was well until slightly disastrous class this pm with my fav darlings! Hope day off ok. Coffee wld be good as can't stay late tomorrow. Same time + place as always?
ham,Yes.. now only saw your message..
ham,First answer my question.
ham,"I jus hope its true that  missin me cos i'm really missin him! You haven't done anything to feel guilty about, yet."
ham,You need to get up. Now.
spam,Please call Amanda with regard to renewing or upgrading your current T-Mobile handset free of charge. Offer ends today. Tel 0845 021 3680 subject to T's and C's
ham,"Aight that'll work, thanks"
ham,Thought we could go out for dinner. I'll treat you! Seem ok?
ham,For The First Time In The History 'Need' 'Comfort' And 'Luxury' Are Sold At Same Price In India..!! Onion-Rs. &lt;#&gt;  Petrol-Rs. &lt;#&gt;  Beer-Rs. &lt;#&gt;  SHESIL  &lt;#&gt;
ham,"Yeah, give me a call if you've got a minute"
ham,I'm really sorry i won't b able 2 do this friday.hope u can find an alternative.hope yr term's going ok:-)
ham,But i have to. I like to have love and arrange.
spam,"URGENT! Your mobile No 07xxxxxxxxx won a å£2,000 bonus caller prize on 02/06/03! this is the 2nd attempt to reach YOU! call 09066362231 ASAP! BOX97N7QP, 150PPM"
ham,We took hooch for a walk toaday and i fell over! Splat! Grazed my knees and everything! Should have stayed at home! See you tomorrow! 
ham,I am in hospital da. . I will return home in evening
ham,"K give me a sec, breaking a  &lt;#&gt;  at cstore"
ham,Macha dont feel upset.i can assume your mindset.believe me one evening with me and i have some wonderful plans for both of us.LET LIFE BEGIN AGAIN.call me anytime
spam,"January Male Sale! Hot Gay chat now cheaper, call 08709222922. National rate from 1.5p/min cheap to 7.8p/min peak! To stop texts call 08712460324 (10p/min)"
spam,87077: Kick off a new season with 2wks FREE goals & news to ur mobile! Txt ur club name to 87077 eg VILLA to 87077
ham,Jus finish blowing my hair. U finish dinner already?
ham,Pls i wont belive god.not only jesus.
ham,I anything lor...
ham,"Hiya, probably coming home * weekend after next"
ham,Hey you still want to go for yogasana? Coz if we end at cine then can go bathe and hav the steam bath
ham,"We have sent JD for Customer Service cum Accounts Executive to ur mail id, For details contact us"
ham,Yup i'm still having coffee wif my frens... My fren drove she'll give me a lift...
ham,I was slept that time.you there?
ham,"Aight will do, thanks again for comin out"
ham,Pls speak with me. I wont ask anything other then you friendship.
ham,"The last thing i ever wanted to do was hurt you. And i didn't think it would have. You'd laugh, be embarassed, delete the tag and keep going. But as far as i knew, it wasn't even up. The fact that you even felt like i would do it to hurt you shows you really don't know me at all. It was messy wednesday, but it wasn't bad. The problem i have with it is you HAVE the time to clean it, but you choose not to. You skype, you take pictures, you sleep, you want to go out. I don't mind a few things here and there, but when you don't make the bed, when you throw laundry on top of it, when i can't have a friend in the house because i'm embarassed that there's underwear and bras strewn on the bed, pillows on the floor, that's something else. You used to be good about at least making the bed."
ham,Yup bathe liao...
ham,"Geeeee ... Your internet is really bad today, eh ?"
ham,He's in lag. That's just the sad part but we keep in touch thanks to skype
ham,That sucks. So what do you got planned for your yo valentine? I am your yo valentine aren't I?
ham,Yup he msg me: is tat yijue? Then i tot it's my group mate cos we meeting today mah... I'm askin if Ì_ leaving earlier or wat mah cos mayb Ì_ haf to walk v far...
ham,Why nothing. Ok anyway give me treat
ham,ÌÏ go home liao? Ask dad to pick me up at 6...
ham,"Sun cant come to earth but send luv as rays. cloud cant come to river but send luv as rain. I cant come to meet U, but can send my care as msg to U. Gud evng"
ham,Y lei?
ham,Oh ic. I thought you meant mary jane.
spam,Warner Village 83118 C Colin Farrell in SWAT this wkend @Warner Village & get 1 free med. Popcorn!Just show msg+ticket@kiosk.Valid 4-7/12. C t&c @kiosk. Reply SONY 4 mre film offers
ham,Oh yeah I forgot. U can only take 2 out shopping at once.
ham,"I'll see if I can swing by in a bit, got some things to take care of here firsg"
spam,"Bored of speed dating? Try SPEEDCHAT, txt SPEEDCHAT to 80155, if you don't like em txt SWAP and get a new chatter! Chat80155 POBox36504W45WQ 150p/msg rcd 16"
ham,"Aight, you close by or still down around alex's place?"
ham,Me too. Mark is taking forever to pick up my prescription and the pain is coming back.
ham,I had askd u a question some hours before. Its answer
ham,I'm turning off my phone. My moms telling everyone I have cancer. And my sister won't stop calling. It hurts to talk. Can't put up with it. See u when u get home. Love u
ham,Tell rob to mack his gf in the theater
ham,Do you like shaking your booty on the dance floor?
ham,So there's a ring that comes with the guys costumes. It's there so they can gift their future yowifes. Hint hint
spam,"Orange brings you ringtones from all time Chart Heroes, with a free hit each week! Go to Ringtones & Pics on wap. To stop receiving these tips reply STOP."
ham,"Rose for red,red for blood,blood for heart,heart for u. But u for me.... Send tis to all ur friends.. Including me.. If u like me.. If u get back, 1-u r poor in relation! 2-u need some 1 to support 3-u r frnd 2 many 4-some1 luvs u 5+- some1 is praying god to marry u.:-) try it...."
ham,Thats cool. Where should i cum? On you or in you? :)
ham,Aiyah ok wat as long as got improve can already wat...
ham,ÌÏ predict wat time Ì_'ll finish buying?
ham,Then what about further plan?
ham,Wish u many many returns of the day.. Happy birthday vikky..
spam,FROM 88066 LOST å£12 HELP
ham,"\NOT ENUFCREDEIT TOCALL.SHALL ILEAVE UNI AT 6 +GET A BUS TO YOR HOUSE?\"""""
ham,"Ill call u 2mrw at ninish, with my address that icky American freek wont stop callin me 2 bad Jen k eh?"
ham,Today i'm not workin but not free oso... Gee... Thgt u workin at ur fren's shop ? 
ham,I'm fine. Hope you are good. Do take care.
ham,Mine here like all fr china then so noisy.
spam,"SMS. ac JSco: Energy is high, but u may not know where 2channel it. 2day ur leadership skills r strong. Psychic? Reply ANS w/question. End? Reply END JSCO"
spam,Hi if ur lookin 4 saucy daytime fun wiv busty married woman Am free all next week Chat now 2 sort time 09099726429 JANINExx Callså£1/minMobsmoreLKPOBOX177HP51FL
ham,"Haven't seen my facebook, huh? Lol!"
ham,Doing project w frens lor. 
ham,O ic lol. Should play 9 doors sometime yo
ham,At the funeral home with Audrey and dad
ham,Do u ever get a song stuck in your head for no reason and it won't go away til u listen to it like 5 times?
ham,The 2 oz guy is being kinda flaky but one friend is interested in picking up $ &lt;#&gt;  worth tonight if possible
ham,Okie...
ham,Are you in castor? You need to see something
ham,Waiting for your call.
ham,Do u noe wat time e place dat sells 4d closes?
ham,Can i get your opinion on something first?
ham,We will meet soon princess! Ttyl!
ham,Are you there in room.
ham,Somebody set up a website where you can play hold em using eve online spacebucks
ham,Thanx but my birthday is over already.
ham,Sorry i cant take your call right now. It so happens that there r 2waxsto do wat you want. She can come and ill get her medical insurance. And she'll be able to deliver and have basic care. I'm currently shopping for the right medical insurance for her. So just give me til friday morning. Thats when i.ll see the major person that can guide me to the right insurance.
ham,Shb b ok lor... Thanx...
ham,K sure am in my relatives home. Sms me de. Pls:-)
ham,I've reached home finally...
ham,Nope... C Ì_ then...
ham,"Oh, then your phone phoned me but it disconnected"
ham,Are you willing to go for aptitude class.
ham,Dont let studying stress you out. L8r.
ham,And is there a way you can send shade's stuff to her. And she has been wonderful too.
